DES,ZAL,STK,SMART/FWB,,,,,
DES,VNA,STK,SMART/FWB,,,,,
DES,VOW3,STK,SMART/FWB,,,,,
DES,SY1,STK,SMART/FWB,,,,,
DES,SHL,STK,SMART/FWB,,,,,
DES,ENR,STK,SMART/FWB,,,,,
DES,SIE,STK,SMART/FWB,,,,,
DES,SRT3,STK,SMART/FWB,,,,,
DES,SAP,STK,SMART/FWB,,,,,
DES,RWE,STK,SMART/FWB,,,,,
DES,RHM,STK,SMART/FWB,,,,,
DES,QIA,STK,SMART/FWB,,,,,
DES,PAH3,STK,SMART/FWB,,,,,
DES,P911,STK,SMART/FWB,,,,,
DES,MUV2,STK,SMART/FWB,,,,,
DES,MTX,STK,SMART/FWB,,,,,
DES,MRK,STK,SMART/FWB,,,,,
DES,MBG,STK,SMART/FWB,,,,,
DES,IFX,STK,SMART/FWB,,,,,
DES,HEN3,STK,SMART/FWB,,,,,
DES,HEI,STK,SMART/FWB,,,,,
DES,HNR1,STK,SMART/FWB,,,,,
DES,FRE,STK,SMART/FWB,,,,,
DES,EOAN,STK,SMART/FWB,,,,,
DES,DTE,STK,SMART/FWB,,,,,
DES,DHL,STK,SMART/FWB,,,,,
DES,DB1,STK,SMART/FWB,,,,,
DES,DBK,STK,SMART/FWB,,,,,
DES,DTG,STK,SMART/FWB,,,,,
DES,1COV,STK,SMART/FWB,,,,,
DES,CON,STK,SMART/FWB,,,,,
DES,CBK,STK,SMART/FWB,,,,,
DES,BNR,STK,SMART/FWB,,,,,
DES,BMW,STK,SMART/FWB,,,,,
DES,BEI,STK,SMART/FWB,,,,,
DES,BAYN,STK,SMART/FWB,,,,,
DES,BAS,STK,SMART/FWB,,,,,
DES,ALV,STK,SMART/FWB,,,,,
DES,AIR,STK,SMART/FWB,,,,,
DES,ADS,STK,SMART/FWB,,,,,
