SYM,ALGN,SMART/AMEX
SYM,ARE,SMART/AMEX
SYM,ALB,SMART/AMEX
SYM,AKAM,SMART/AMEX
SYM,ABNB,SMART/AMEX
SYM,APD,SMART/AMEX
SYM,A,SMART/AMEX
SYM,AFL,SMART/AMEX
SYM,AES,SMART/AMEX
SYM,AMD,SMART/AMEX
SYM,ADBE,SMART/AMEX
SYM,ACN,SMART/AMEX
SYM,ABBV,SMART/AMEX
SYM,ABT,SMART/AMEX
SYM,AOS,SMART/AMEX
SYM,MMM,SMART/AMEX
